id,hindi,santali
401,"हालांकि हर देश 'विद्वीव' था, लोगों, राजाओं, अतीत, डेनमार्क, स्वीडन और आयरलैंड के इतिहास में कई मतभेद थे.","ᱦᱟᱞᱟᱝᱠᱤ ᱥᱟᱱᱟᱢ ᱫᱤᱥᱚᱢ 'ᱥᱠᱮᱱᱰᱤᱱᱮᱣᱤᱭᱟᱭᱤ' ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ, ᱢᱮᱱᱠᱷᱟᱱ ᱰᱮᱱᱢᱟᱨᱠ, ᱥᱣᱤᱰᱟᱱ, ᱱᱟᱨᱣᱮ ᱟᱨ ᱟᱭᱤᱞᱮᱭᱱᱰ ᱨᱤᱱ ᱦᱚᱲ ᱠᱚ, ᱨᱟᱡᱟ ᱠᱚ, ᱨᱤᱛᱤᱼᱨᱤᱣᱟᱡᱽ ᱟᱨ ᱱᱟᱜᱟᱢ ᱠᱚ ᱛᱟᱞᱟ ᱨᱮ ᱵᱷᱮᱯᱮᱫ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ᱾"
402,"अगर आपने फिल्म के राष्ट्रीय खज़ाने को देखा है, तो आप शायद सोचें कि आज़ादी पाने की घोषणा के पीछे एक खज़ाना नक्शा लिखा गया है ।","ᱡᱩᱫᱤ ᱟᱢ ᱯᱷᱤᱞᱢ ᱡᱟᱹᱛᱤᱭᱟᱹᱨᱤ ᱴᱤᱡᱟᱨ ᱧᱮᱞ ᱟᱠᱟᱫᱟᱢ, ᱟᱢ ᱩᱭᱦᱟᱹᱨ ᱫᱟᱲᱮᱭᱟᱜ ᱟᱢ ᱯᱷᱨᱜᱟᱹᱞ ᱨᱮᱱᱟᱜ ᱰᱮᱠᱞᱟᱨᱮᱥᱟᱱ ᱞᱟᱹᱜᱤᱫ ᱴᱤᱡᱟᱨ ᱢᱮᱯ ᱚᱞ ᱦᱩᱭ ᱞᱮᱱ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ᱾"
403,"हालाँकि दस्तावेज़ के पीछे लिखी कुछ बातें लिखी हैं, मगर यह एक खज़ाना नक्शा नहीं है ।","ᱛᱚᱵᱮ ᱱᱚᱣᱟ ᱵᱟᱝ ᱴᱷᱤᱠᱟ, ᱱᱚᱣᱟ ᱰᱚᱠᱩᱢᱮᱱᱴ ᱛᱟᱭᱚᱢ ᱨᱮ ᱡᱟᱦᱟᱸᱱᱟᱜ ᱚᱞ ᱢᱮᱱᱟᱜ ᱨᱮᱦᱚᱸ, ᱱᱚᱣᱟ ᱠᱚ ᱠᱷᱟᱡᱟᱱᱟ ᱨᱮᱭᱟᱜ ᱢᱮᱯ ᱵᱟᱝ ᱠᱟᱱᱟ᱾"
404,"स्वतंत्रता की घोषणा के पीछे पर लिखा गया शब्द था ""धर्म - सुधार की मूल घोषणा 4 जुलाई 176. यह पाठ दस्तावेज़ के निचले हिस्से पर प्रकट होता है.","ᱯᱷᱩᱱᱩᱨᱜᱟᱹᱞ ᱨᱮᱭᱟᱜ ᱩᱱᱩᱪᱷᱟᱹᱱ ᱛᱟᱭᱚᱢ ᱨᱮ ""ᱯᱷᱩᱱᱩᱨᱜᱟᱹᱞ ᱨᱮᱭᱟᱜ ᱢᱩᱬ ᱩᱱᱩᱪᱷᱟᱹᱱ ᱢᱟᱦᱟᱸ ᱔ᱟᱜ ᱥᱟᱱ ᱑᱗᱗᱖"" ᱚᱞ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ᱾ ᱚᱞ ᱫᱚ ᱰᱚᱠᱩᱢᱮᱱᱴ ᱨᱮᱭᱟᱜ ᱞᱟᱛᱟᱨ ᱥᱮᱫ, ᱩᱞᱴᱟᱹ ᱜᱮ ᱧᱮᱞᱚᱜᱼᱟ᱾"
405,"जबकि यह कोई निश्‍चित रूप से नहीं जानता कि इसे किसने लिखा, यह जानते हैं कि उसके जीवन की शुरूआत में, बड़े चर्मपत्र (यह २०१ ग्राम इंच) को भण्डारों के लिए दबाया गया था ।","ᱱᱚᱣᱟ ᱫᱚ ᱚᱠᱚᱭ ᱦᱚᱸ ᱵᱟᱝ ᱠᱚ ᱵᱟᱲᱟᱭᱟ ᱡᱮ ᱱᱚᱣᱟ ᱫᱚ ᱚᱠᱚᱭ ᱮ ᱚᱞ ᱟᱠᱟᱫᱟ, ᱱᱚᱣᱟ ᱵᱟᱲᱟᱭᱚᱜᱼᱟ ᱡᱮ ᱱᱚᱣᱟ ᱫᱚ ᱩᱱᱤᱭᱟᱜ ᱯᱩᱭᱞᱩ ᱡᱤᱭᱚᱱ ᱥᱮᱫ, ᱢᱟᱨᱟᱝ ᱯᱟᱨᱪᱢᱮᱱᱴ ᱰᱚᱠᱩᱢᱮᱱᱴ (ᱱᱚᱣᱟ ᱨᱮᱭᱟᱜ ᱱᱟᱯ ᱒᱙¾ ᱤᱧᱪ x ᱒᱔½ ᱤᱧᱪ) ᱥᱴᱳᱨᱮᱡᱽ ᱞᱟᱹᱜᱤᱫ ᱜᱩᱴᱟᱹᱣ ᱫᱚᱦᱚ ᱦᱩᱭ ᱞᱮᱱᱟ᱾"
406,"इसलिए, यह संभव है कि उस अंक को केवल एक लेबल के रूप में जोड़ा गया था ।","ᱚᱱᱟ, ᱛᱮ ᱱᱚᱣᱟ ᱦᱩᱭ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱡᱮ ᱱᱳᱴᱮᱥᱚᱱ ᱫᱚ ᱠᱷᱟᱹᱞᱤ ᱢᱤᱫ ᱞᱮᱵᱮᱞ ᱞᱮᱠᱟᱛᱮ ᱡᱚᱲᱟᱣ ᱦᱩᱭ ᱟᱠᱟᱱᱟ᱾"
407,"D-दिन उतरने और निम्न लड़ाइयों फ्रांस के उत्तर को मुक्का दिया था, लेकिन दक्षिण अभी भी मुक्त नहीं था.","ᱰᱤᱼᱰᱮ ᱞᱮᱱᱰᱤᱝ ᱟᱨ ᱞᱟᱛᱟᱨ ᱨᱮ ᱩᱫᱩᱜ ᱮᱱ ᱞᱟᱹᱰᱷᱟᱹᱭ ᱠᱚ ᱯᱷᱨᱟᱱᱥᱤᱥ ᱨᱮᱭᱟᱜ ᱠᱚᱸᱭᱮ ᱥᱮᱫ ᱮ ᱯᱷᱨᱤ ᱞᱮᱫᱟ, ᱢᱮᱱᱠᱷᱟᱱ ᱱᱤᱛ ᱦᱚᱸ ᱮᱛᱚᱢ ᱫᱚ ᱵᱟᱝ ᱯᱷᱨᱤ ᱟᱠᱟᱱ ᱛᱟᱦᱮᱸᱱᱟ᱾"
408,ये फ्रांसीसी लोग थे जिन्होंने 1940 में जर्मन लोगों के साथ शांति कायम की थी और उनसे लड़ने के बजाय सेना के साथ काम किया था।,"ᱱᱚᱣᱟ ᱫᱚ ""ᱵᱷᱤᱪᱤ"" ᱯᱷᱨᱟᱱᱥᱤᱥ ᱦᱚᱛᱮᱛᱮ ᱥᱟᱥᱚᱱᱚᱜ ᱠᱟᱱ ᱛᱟᱦᱮᱸᱱᱟ᱾ ᱱᱩᱠᱩ ᱫᱚ ᱯᱷᱨᱮᱸᱪ ᱦᱚᱲ ᱠᱚ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱡᱟᱦᱟᱸᱭ ᱫᱚ ᱑᱙᱔᱐ ᱥᱮᱨᱢᱟ ᱨᱮ ᱡᱟᱨᱢᱟᱱ ᱥᱟᱶ ᱥᱟᱱᱛᱤ ᱠᱚ ᱛᱷᱟᱯᱚᱱ ᱞᱮᱫᱟ ᱟᱨ ᱟᱠᱨᱳᱢᱳᱱᱠᱟᱨᱤ ᱥᱟᱶ ᱞᱟᱹᱰᱷᱟᱹᱭ ᱵᱟᱝ ᱠᱟᱛᱮ ᱩᱱᱠᱩ ᱥᱟᱶ ᱠᱚ ᱠᱟᱹᱢᱤ ᱞᱮᱫᱟ᱾"
409,15 अगस्त 1940 को दक्षिणी फ्रांस पर हमला किया गया ।,"᱑᱕ ᱵᱷᱟᱫᱚᱨᱵ ᱑᱙᱔᱐ ᱨᱮ ᱮᱞᱟᱭᱮᱥ ᱮᱛᱚᱢ ᱯᱷᱨᱟᱱᱥ ᱨᱮᱠᱚ ᱟᱠᱨᱚᱢᱚᱱ ᱞᱮᱫᱟ, ᱱᱚᱣᱟ ᱟᱠᱨᱚᱢᱚᱱ ᱫᱚ ""ᱚᱯᱟᱨᱮᱥᱚᱱ ᱰᱨᱟᱜᱩᱱ"" ᱞᱟᱹᱭ ᱦᱩᱭ ᱞᱮᱱᱟ᱾"
410,दो हफ्ते में अमरीकी और मुक्त फ्रांसीसी सेना ने दक्षिणी फ्रांस को मुक्‍त किया था और जर्मनी की ओर मुड़ रहे थे ।,ᱠᱷᱟᱹᱞᱤ ᱵᱟᱨ ᱦᱟᱴ ᱨᱮ ᱟᱢᱮᱨᱤᱠᱟ ᱟᱨ ᱯᱷᱨᱤ ᱯᱷᱨᱟᱱᱥᱤᱥ ᱥᱮᱱᱟ ᱫᱚ ᱠᱚᱸᱭᱮ ᱯᱷᱨᱟᱱᱥ ᱠᱚ ᱢᱩᱠᱛ ᱞᱟᱜᱼᱟ ᱟᱨ ᱡᱟᱹᱨᱢᱟᱹᱱᱤ ᱥᱮᱫ ᱠᱚ ᱪᱟᱞᱟᱜ ᱠᱟᱱ ᱛᱟᱦᱮᱸᱡ ᱠᱚ᱾
411,"एक सभ्यता एक अनोखी संस्कृति है जो लोगों के एक महान समूह द्वारा साझा है जो रहते हैं और काम करते हैं, समाज.","ᱢᱤᱫ ᱥᱚᱵᱷᱭᱚᱛᱟ ᱨᱮᱭᱟᱜ ᱣᱤᱞᱚᱠᱷᱭᱚᱬ ᱥᱚᱱᱥᱠᱨᱩᱛᱤ ᱠᱟᱱᱟ ᱚᱠᱟ ᱫᱚ ᱦᱚᱲ ᱠᱚ ᱞᱟᱹᱜᱤᱫ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱫᱚᱞ ᱞᱟᱹᱜᱤᱫ ᱥᱟᱸᱡᱷᱟ ᱠᱚᱨᱟᱣ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱚᱠᱟ ᱫᱚ ᱥᱚᱦᱠᱟᱨᱤ ᱦᱤᱥᱟᱹᱵ ᱛᱮ ᱛᱟᱦᱮᱱ ᱠᱟᱱᱟ ᱠᱚ ᱟᱨ ᱠᱟᱹᱢᱤ ᱮᱫᱟ ᱠᱚ, ᱢᱤᱫᱴᱟᱹᱝ ᱥᱚᱢᱟᱡᱽ᱾"
412,"शब्द सभ्यता लैटिन गृहस से आता है, जिसका अर्थ है लैटिन नागरिक, नागरिक, और नागरिक, मतलब शहर या शहर की दशा से संबंधित है, और यह भी कि समाज के आकार की परिभाषा देता है।","ᱥᱚᱵᱷᱭᱚᱛᱟ ᱟᱹᱲᱟᱹ ᱫᱚ ᱞᱮᱴᱤᱱ ᱱᱟᱹᱜᱽᱨᱤᱠ ᱠᱷᱚᱱ ᱦᱮᱡ ᱠᱟᱱᱟ, ᱡᱟᱦᱟᱸᱭ ᱨᱮᱭᱟᱜ ᱢᱮᱱᱮᱛ ᱫᱚ ᱱᱟᱜᱽᱨᱤᱠ ᱠᱟᱱᱟ, ᱞᱮᱴᱤᱱ ᱱᱟᱹᱜᱽᱨᱤᱠ ᱛᱮ ᱡᱩᱲᱟᱹᱣ ᱠᱟᱱᱟ, ᱡᱟᱦᱟᱸᱭ ᱨᱮᱭᱟᱜ ᱢᱮᱱᱮᱛ ᱫᱚ ᱱᱟᱜᱽᱨᱤᱠ ᱠᱟᱱᱟ, ᱟᱨ ᱱᱟᱜᱽᱨᱤᱠ, ᱡᱟᱦᱟᱸᱭ ᱨᱮᱭᱟᱜ ᱢᱮᱱᱮᱛ ᱫᱚ ᱥᱚᱦᱚᱨ ᱟᱨ ᱵᱟᱝ ᱥᱟᱦᱟᱨᱼᱯᱚᱱᱚᱛ ᱠᱟᱱᱟ, ᱟᱨ ᱱᱟᱶᱟ ᱦᱚᱸ ᱥᱟᱢᱟᱡᱽ ᱨᱮᱭᱟᱜ ᱟᱠᱟᱨ ᱠᱚ ᱢᱮᱱᱮᱛ ᱟᱜᱼᱟᱭ᱾"
413,"कई पीढ़ियों के दौरान ज्ञान के विस्तार को सूचित करता है, एक अनपेक्षित सांस्कृतिक पैदल पद और अनुकूलता।","ᱥᱟᱦᱚᱨᱼᱯᱚᱱᱚᱛ ᱨᱟᱥᱴᱨᱚ ᱨᱮᱭᱟᱜ ᱚᱜᱽᱨᱚᱫᱩᱛ ᱠᱟᱱᱟ᱾ ᱢᱤᱫ ᱥᱚᱵᱷᱭᱚᱛᱟᱜᱽᱨᱚᱛ ᱥᱚᱝᱥᱠᱨᱩᱛᱤ ᱨᱮᱭᱟᱜ ᱢᱮᱱᱮᱛ ᱠᱟᱱᱟ ᱡᱮ ᱟᱭᱢᱟ ᱯᱤᱰᱷᱤ ᱨᱮ ᱜᱭᱟᱱ ᱨᱮᱭᱟᱜ ᱦᱚᱥᱛᱟᱱᱚᱱᱛᱚᱨ, ᱢᱤᱫᱴᱟᱹᱝ ᱥᱩᱥᱛ ᱥᱚᱝᱥᱠᱨᱩᱛᱤᱠ ᱯᱚᱫᱪᱤᱱᱦᱟᱹ ᱟᱨ ᱱᱤᱥᱯᱚᱫ ᱯᱨᱚᱠᱟᱨ᱾"
414,यह सच है कि छोटे - छोटे जाति के लोग कभी - कभी इस बात को लेकर उलझन में पड़ जाते हैं कि वे एक - दूसरे से अलग हैं ।,ᱦᱩᱰᱤᱝ ᱞᱟᱠᱪᱟᱨ ᱠᱚ ᱞᱮᱛᱟᱲ ᱜᱮ ᱨᱮᱞᱤᱵᱷᱮᱱᱥ ᱱᱟᱜᱟᱢᱤᱭᱟᱹ ᱯᱨᱚᱢᱟᱱ ᱵᱟᱝ ᱵᱟᱹᱜᱤ ᱠᱟᱛᱮ ᱜᱮ ᱟᱫᱚᱜᱼᱟ ᱟᱨ ᱯᱨᱚᱯᱟᱨ ᱥᱤᱵᱷᱤᱞᱟᱭᱡᱮᱥᱟᱱ ᱞᱮᱠᱟᱛᱮ ᱩᱯᱨᱩᱢ ᱮᱢ ᱨᱮ ᱵᱟᱭ ᱜᱟᱱᱚᱜᱼᱟ᱾
415,"17वीं सदी के दौरान, तेरह राज्यों ने पहली बार एक कमज़ोर केंद्रीय सरकार बनायी थी, जिसमें से सिर्फ उसका ही हिस्सा था।","ᱟᱱᱫᱚᱲ ᱭᱤᱫᱷᱚ ᱡᱷᱚᱜ, ᱜᱮᱞᱯᱮ ᱜᱚᱴᱟᱝ ᱯᱚᱱᱚᱛ ᱯᱩᱭᱞᱩ ᱡᱮᱠᱷᱟ ᱢᱤᱫᱴᱟᱹᱝ ᱠᱚᱢᱡᱟᱨ ᱥᱚᱨᱠᱟᱨ ᱨᱮᱭᱟᱜ ᱜᱚᱴᱷᱚᱱ ᱦᱩᱭ ᱮᱱᱟ — ᱡᱟᱦᱟᱸᱭ ᱨᱮ ᱠᱚᱝᱜᱽᱨᱮᱥ ᱮᱠᱟᱞ ᱜᱮ ᱛᱟᱦᱮᱸᱟᱭ — ᱯᱚᱨᱚᱥᱚᱝ ᱨᱮᱭᱟᱜ ᱞᱮᱠᱷᱟ ᱦᱤᱥᱟᱹᱵ ᱛᱮ᱾"
416,"आम जनता को कर देने की किसी भी शक्‍ति की कमी नहीं थी, और इसलिए कि कोई राष्ट्रीय अधिकारी या सरकारी अधिकारी नहीं थे, यह सरकारी अधिकारियों पर निर्भर था, जो अकसर अपने सभी कार्यों को लागू करने के लिए बाध्य थे ।","ᱠᱚᱝᱜᱽᱨᱮᱥ ᱴᱷᱮᱱ ᱴᱮᱠᱥ‌ ᱞᱟᱹᱜᱟᱣ ᱨᱮᱭᱟᱜ ᱥᱚᱠᱛᱤ ᱵᱟᱝ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ, ᱟᱨ, ᱪᱮᱫᱟᱜ ᱥᱮ ᱚᱠᱚᱭ ᱨᱟᱥᱴᱨᱚ ᱠᱟᱨᱭᱚᱠᱟᱨᱤᱬᱤ ᱟᱨ ᱵᱟᱝ ᱱᱭᱟᱭᱯᱟᱞᱤᱠᱟ ᱵᱟᱠᱚ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ, ᱩᱱᱠᱩ ᱡᱷᱚᱛᱚ ᱠᱨᱩᱛ ᱠᱚ ᱞᱟᱹᱜᱩ ᱞᱟᱹᱜᱩᱫ ᱯᱚᱱᱚᱛ ᱨᱤᱱ ᱚᱫᱷᱤᱠᱟᱹᱨᱤ ᱪᱮᱛᱟᱱ ᱨᱮ ᱱᱤᱨᱵᱷᱚᱨ ᱛᱮ ᱯᱟᱲᱟᱣᱜ ᱠᱟᱱ ᱛᱟᱦᱮᱸᱡ ᱠᱚ, ᱡᱚᱦᱟᱸᱭ ᱫᱚ ᱚᱥᱚᱦᱚᱭᱚᱜᱽ ᱜᱮ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱠᱚ᱾"
417,"इसके अलावा, सरकार के बीच कर के नियमों और टारियों को रद्द करने का कोई अधिकार नहीं था ।",ᱱᱩᱠᱩ ᱴᱷᱮᱱ ᱯᱚᱱᱚᱛ ᱛᱟᱞᱟ ᱨᱮ ᱠᱟᱹᱱᱩᱱ ᱟᱨ ᱥᱩᱞᱠ ᱠᱚ ᱚᱣᱟᱹᱨᱼᱨᱟᱭᱤᱲ ᱞᱟᱹᱜᱤᱫ ᱪᱮᱫ ᱚᱫᱷᱤᱠᱟᱨ ᱵᱟᱝ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ᱾
418,उन्होंने यह भी कहा कि इस सरकार ने अलग - अलग देशों के लोगों को अलग - अलग देशों से अलग कर दिया है ।,ᱚᱱᱚᱞ ᱨᱮ ᱵᱚᱫᱚᱞ ᱠᱚ ᱠᱚᱨᱟᱣ ᱞᱟᱹᱜᱤᱫ ᱡᱷᱚᱛᱚ ᱯᱚᱱᱚᱛ ᱠᱚᱣᱟᱜ ᱥᱚᱨᱣᱚᱥᱚᱢᱚᱨᱛᱷᱚᱱ ᱨᱮᱭᱟᱜ ᱫᱚᱨᱠᱟᱨ ᱛᱟᱦᱮᱸᱱ ᱠᱟᱱ ᱛᱟᱦᱮᱸᱡ ᱟᱨ ᱯᱟᱱᱚᱛ ᱫᱚ ᱠᱮᱱᱫᱽᱨᱚ ᱥᱚᱨᱠᱟᱨ ᱩᱱᱟᱹᱜ ᱦᱟᱹᱞᱠᱟᱹ ᱛᱮ ᱤᱫᱤ ᱞᱮᱫ ᱠᱚᱣᱟᱭ ᱡᱮ ᱩᱱᱠᱩᱨᱤᱱ ᱯᱨᱚᱛᱤᱱᱤᱫᱷᱤ ᱵᱟᱠᱚ ᱛᱟᱦᱮᱸ ᱠᱚᱜᱼᱟ᱾
419,"इटली के राष्ट्रीय फुटबॉल के साथ, जर्मन राष्ट्रीय फुटबॉल टीम दुनिया में दूसरा सबसे सफल टीम है और 2006 में FIFA के विश्व कप विजेता थे.","ᱤᱴᱞᱤ ᱨᱮᱭᱟᱜ ᱡᱟᱹᱛᱤᱭᱟᱹᱨᱤ ᱯᱷᱩᱴᱵᱚᱞ, ᱡᱟᱹᱨᱢᱟᱹᱱ ᱡᱟᱹᱛᱤᱭᱟᱹᱨᱤ ᱯᱷᱩᱴᱵᱚᱞ ᱴᱤᱢ ᱥᱟᱶ, ᱡᱮᱜᱮᱛ ᱨᱮᱭᱟᱜ ᱫᱚᱥᱟᱨ ᱡᱷᱚᱛᱚ ᱠᱷᱚᱱ ᱥᱚᱯᱷᱚᱞ ᱴᱤᱢ ᱠᱟᱱᱟ ᱟᱨ ᱒᱐᱐᱖ ᱨᱮ ᱯᱷᱤᱯᱷᱟ ᱡᱮᱜᱮᱛᱥᱤᱨᱯᱷᱟᱹ ᱡᱤᱛᱠᱟᱹᱨᱤ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟᱭ᱾"
420,"मशहूर खेलों में फुटबॉल, बास्केट, स्टूफ़ो, पानी के स्रोत, स्टूट, स्टीब, आइसक्रीम, सूट और F1 मोटर दौड़ सम्मिलित हैं ।","ᱧᱩᱛᱩᱢᱟᱱ ᱠᱷᱮᱞ ᱨᱮ ᱯᱷᱩᱴᱵᱚᱞ, ᱵᱟᱥᱠᱮᱴᱵᱚᱞ, ᱣᱚᱞᱤᱣᱚᱞ, ᱫᱟᱜᱼᱯᱚᱞᱚ, ᱠᱷᱚᱱᱰᱟᱵᱟᱹᱡᱤ, ᱨᱟᱹᱜᱽᱵᱤ, ᱥᱟᱭᱠᱤᱞ ᱪᱟᱹᱞᱩ, ᱵᱚᱨᱚᱯᱷ ᱦᱚᱠᱤ, ᱨᱚᱞᱟᱹᱨ ᱦᱚᱠᱤ, ᱟᱨ ᱮᱯᱷ᱑ ᱢᱚᱴᱚᱨ ᱨᱮᱥᱤᱝ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ᱾"
421,"उत्तरी क्षेत्रों में, इतालवी खेलों और भाईचारे के खेलों में सबसे अधिक लोकप्रिय हैं ।","ᱮᱛᱚᱢ ᱯᱟᱦᱴᱟ ᱨᱮ ᱨᱟᱵᱟᱝ ᱠᱷᱮᱞ ᱡᱷᱚᱛᱚ ᱠᱷᱚᱱ ᱧᱩᱛᱩᱢᱟᱱ ᱠᱟᱱᱟ, ᱤᱴᱟᱞᱤᱭᱟᱹᱱ ᱡᱮᱜᱮᱛᱤᱭᱟᱹ ᱠᱷᱮᱞ ᱟᱨ ᱟᱞᱮᱢᱯᱤᱠ ᱟᱹᱭᱚᱡᱚᱱ ᱨᱮ ᱦᱮᱯᱨᱟᱣ ᱠᱚ ᱠᱚᱨᱟᱣᱟ᱾"
422,"जापान में लगभग ७,००० द्वीप हैं जो संसार का सबसे बड़ा द्वीप बन रहे हैं!","ᱡᱟᱯᱟᱱ ᱫᱚ ᱗,᱐᱐᱐ ᱜᱟᱱ ᱫᱤᱯ ᱠᱚ ᱤᱫᱤ ᱠᱟᱛᱮ ᱵᱮᱱᱟᱣ ᱟᱠᱟᱱᱟ (ᱡᱷᱚᱛᱚ ᱠᱷᱚᱱ ᱢᱟᱨᱟᱝᱼᱟᱜ ᱦᱳᱱᱥᱩ), ᱚᱱᱟᱛᱮ ᱡᱟᱯᱟᱱ ᱫᱚ ᱡᱮᱜᱮᱛ ᱛᱟᱞᱟᱨᱮ ᱗ᱟᱱ ᱢᱟᱨᱟᱝ ᱫᱤᱯᱼᱮ ᱵᱮᱱᱟᱣ ᱠᱟᱱᱟ!"
423,जापान के एक समूह के साथ - साथ जापान का भी ज़िक्र किया गया है ।,"ᱡᱟᱯᱟᱱ ᱨᱮ ᱫᱤᱯ ᱠᱚᱣᱟᱜ ᱡᱮᱛᱞᱮᱫ/ᱜᱟᱫᱮᱞ ᱢᱮᱱᱟᱜ ᱦᱚᱛᱮᱛᱮ, ᱡᱟᱯᱟᱱ ᱫᱚ ᱞᱮᱛᱟᱲ, ᱚᱛᱱᱚ ᱞᱮᱠᱟᱛᱮ, ""ᱟᱨᱠᱤᱯᱮᱞᱟᱜᱳ"" ᱠᱚ ᱢᱮᱛᱟᱜ ᱠᱟᱱᱟ᱾"
424,ताइवान की शुरूआत 15वीं सदी से होती है ।,"᱑᱕ ᱥᱚᱛᱟᱵᱽᱫᱤ ᱨᱮ ᱛᱟᱭᱣᱟᱱ ᱮᱦᱚᱵ ᱞᱮᱱᱟ ᱡᱟᱦᱟᱸᱨᱮ ᱭᱩᱨᱩᱯᱤᱭᱟᱱ ᱫᱟᱜ ᱡᱟᱦᱟᱡᱽ ᱪᱟᱹᱞᱩᱠᱩᱫ ᱱᱚᱶᱟ ᱫᱤᱯ ᱧᱩᱛᱩᱢ ᱤᱞᱦᱟ ᱯᱷᱚᱨᱢᱳᱥᱟ, ᱟᱨ ᱪᱮᱨᱦᱟ ᱫᱤᱯ ᱠᱚ ᱧᱩᱢ ᱞᱮᱜᱼᱟ᱾"
425,"सन्‌ 1624 में, दक्षिण - पश्‍चिमी ताइवान में एक आधार तैयार किया गया है ।","᱑᱖᱒᱔ ᱨᱮ, ᱰᱚᱪ ᱤᱥᱴ ᱤᱱᱰᱤᱭᱟ ᱠᱩᱢᱯᱟᱱᱤ ᱠᱚᱧᱮ-ᱯᱟᱪᱮ ᱛᱟᱭᱣᱟᱱ ᱨᱮ ᱢᱤᱫ ᱜᱷᱟᱹᱴᱤ ᱵᱮᱱᱟᱣ ᱠᱟᱛᱮ,‌ ᱡᱟᱦᱟᱸ ᱫᱚ ᱟᱹᱫᱤᱵᱟᱹᱥᱤ ᱡᱚᱢᱟᱜ ᱩᱫᱽᱯᱟᱫᱚᱱ ᱦᱮᱣᱟ ᱵᱮᱵᱚᱥᱛᱟ ᱠᱚ ᱵᱚᱫᱚᱞ ᱮᱛᱚᱦᱚᱵᱽ ᱞᱮᱜᱼᱟ ᱟᱨ ᱱᱚᱸᱰᱮᱱᱟᱜ ᱦᱳᱲᱳ ᱟᱨ ᱟᱺᱠᱷ ᱫᱟᱨᱮ ᱨᱚᱦᱚᱭ ᱠᱟᱹᱢᱤ ᱨᱮ ᱪᱟᱭᱱᱤᱡᱽ ᱠᱟᱹᱢᱤᱭᱟᱹ ᱦᱚᱲᱠᱚ ᱟᱹᱪᱩ ᱞᱮᱫ ᱠᱚᱣᱟI"
426,"सन्‌ 1683 में, Qing राजवंश (164-1912) शक्‍तियाँ ताइवान के पश्‍चिम और उत्तरी तटीय क्षेत्रों पर नियंत्रण रखती हैं और ताइवान को सन्‌ 1885 में साम्राज्य का प्रांत घोषित करती हैं ।","᱑᱖᱘᱓ ᱨᱮ, ᱠᱣᱤᱝ ᱨᱟᱡᱽ ᱵᱚᱝᱥᱚ (᱑᱖᱔᱔-᱑᱙᱑᱒) ᱨᱤᱱ ᱥᱚᱭᱱᱚ ᱛᱟᱭᱣᱟᱱ ᱨᱮᱭᱟᱜ ᱯᱟᱪᱷᱮ ᱟᱨ ᱮᱛᱚᱢ ᱨᱮᱭᱟᱜ ᱫᱚᱨᱭᱟ ᱟᱲᱮ ᱴᱷᱟᱶ ᱠᱚ ᱟᱢᱮᱴ ᱠᱮᱜᱼᱟ ᱟᱨ ᱑᱘᱘᱕ ᱨᱮ ᱠᱣᱤᱝ ᱯᱚᱱᱚᱛ ᱢᱮᱱᱛᱮ ᱛᱟᱭᱣᱟᱱ ᱠᱚ ᱩᱪᱷᱟᱹᱱ ᱞᱮᱜᱼᱟ᱾"
