demo0001	यह नीला फर्श है।	ᱱᱚᱣᱟ ᱱᱤᱞ ᱚᱛ ᱠᱟᱱᱟ।
demo0831	यह मेरा अक्षर है।	ᱱᱚᱣᱟ ᱫᱚ ᱤᱧ ᱨᱮᱱ ᱚᱠᱷᱚᱨ ᱠᱟᱱᱟ।
demo0832	यह पुराना पुस्तकालय है।	ᱱᱚᱣᱟ ᱢᱟᱨᱮ ᱯᱩᱛᱷᱤ ᱚᱲᱟᱜ ᱠᱟᱱᱟ।
demo0833	छात्र स्लेट पढ़ रहा है।	ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱥᱞᱮᱴ ᱯᱟᱲᱦᱟᱣ ᱮᱫᱟ।
demo0834	वह एक भूगोल है।	ᱱᱚᱶᱟ ᱫᱚ ᱢᱤᱫ ᱚᱛ ᱥᱟᱬᱮᱥ ᱠᱟᱱᱟ।
demo0835	छात्र उत्तर पढ़ रहा है।	ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱛᱮᱞᱟ ᱯᱟᱲᱦᱟᱣ ᱮᱫᱟ।
demo0836	यह मेरा शब्द है।	ᱱᱚᱣᱟ ᱫᱚ ᱤᱧ ᱨᱮᱱ ᱥᱚᱵᱚᱫ ᱠᱟᱱᱟ।
demo0837	यह प्रार्थना अच्छा है।	ᱱᱚᱣᱟ ᱯᱨᱟᱨᱛᱷᱚᱱᱟ ᱱᱟᱯᱟᱭ ᱜᱮᱭᱟ।
demo0838	विद्यालय में दीवार है।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱫᱮᱣᱟᱞ ᱢᱮᱱᱟᱜᱼᱟ।
demo0839	विद्यालय में कविता है।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱚᱱᱚᱬᱦᱮ ᱢᱮᱱᱟᱜᱼᱟ।
demo0840	विद्यालय में कहानी है।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱠᱟᱹᱦᱱᱤ ᱢᱮᱱᱟᱜᱼᱟ।
demo0841	छात्र नक्शा पढ़ रहा है।	ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱱᱚᱠᱥᱟ ᱯᱟᱲᱦᱟᱣ ᱮᱫᱟ।
demo0842	छात्र विज्ञान पढ़ रहा है।	ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱥᱟᱬᱮᱥ ᱯᱟᱲᱦᱟᱣ ᱮᱫᱟ।
demo0843	यह छोटा प्रयोगशाला है।	ᱱᱚᱣᱟ ᱦᱩᱰᱤᱧ ᱯᱨᱚᱭᱚᱜᱥᱟᱞᱟ ᱠᱟᱱᱟ।
demo0844	यह बड़ा घड़ी है।	ᱱᱚᱣᱟ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱜᱷᱟᱲᱤ ᱠᱟᱱᱟ।
demo0845	यह मेरा खिड़की है।	ᱱᱚᱣᱟ ᱫᱚ ᱤᱧ ᱨᱮᱱ ᱡᱷᱚᱨᱠᱟ ᱠᱟᱱᱟ।
demo0846	छात्र घड़ी पढ़ रहा है।	ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱜᱷᱟᱲᱤ ᱯᱟᱲᱦᱟᱣ ᱮᱫᱟ।
demo0847	शिक्षक ने प्रार्थना दिया।	ᱢᱟᱪᱮᱫ ᱫᱚ ᱯᱨᱟᱨᱛᱷᱚᱱᱟ ᱮᱢ ᱠᱮᱫᱟ।
demo0848	मेरे पास गृहकार्य है।	ᱤᱧ ᱴᱷᱮᱱ ᱜᱤᱨᱮ ᱠᱟᱹᱢᱤ ᱢᱮᱱᱟᱜᱼᱟ।
demo0849	यह बड़ा नक्शा है।	ᱱᱚᱣᱟ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱱᱚᱠᱥᱟ ᱠᱟᱱᱟ।
demo0850	शिक्षक ने छात्र दिया।	ᱢᱟᱪᱮᱫ ᱫᱚ ᱯᱟᱹᱴᱷ⵩ᱣᱟᱹ ᱮᱢ ᱠᱮᱫᱟ।
demo0851	यह गृहकार्य अच्छा है।	ᱱᱚᱣᱟ ᱜᱤᱨᱮ ᱠᱟᱹᱢᱤ ᱱᱟᱯᱟᱭ ᱜᱮᱭᱟ।
demo0852	यह प्रयोगशाला अच्छा है।	ᱱᱚᱣᱟ ᱯᱨᱚᱭᱚᱜᱥᱟᱞᱟ ᱱᱟᱯᱟᱭ ᱜᱮᱭᱟ।
demo0853	यह बड़ा किताब है।	ᱱᱚᱣᱟ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱯᱚᱛᱚᱢ ᱠᱟᱱᱟ।
demo0854	यह अच्छा पुस्तकालय है।	ᱱᱚᱣᱟ ᱱᱟᱯᱟᱭ ᱯᱩᱛᱷᱤ ᱚᱲᱟᱜ ᱠᱟᱱᱟ।
demo0855	छात्र इतिहास पढ़ रहा है।	ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱱᱟᱜᱟᱢ ᱯᱟᱲᱦᱟᱣ ᱮᱫᱟ।
demo0856	यह मेरा दरवाज़ा है।	ᱱᱚᱣᱟ ᱫᱚ ᱤᱧ ᱨᱮᱱ ᱫᱩᱣᱟᱹᱨ ᱠᱟᱱᱟ।
demo0857	यह मेरा चित्र है।	ᱱᱚᱣᱟ ᱫᱚ ᱤᱧ ᱨᱮᱱ ᱪᱤᱛᱟᱹᱨ ᱠᱟᱱᱟ।
demo0858	छात्र किताब पढ़ रहा है।	ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱯᱚᱛᱚᱢ ᱯᱟᱲᱦᱟᱣ ᱮᱫᱟ।
demo0859	शिक्षक ने कंप्यूटर दिया।	ᱢᱟᱪᱮᱫ ᱫᱚ ᱠᱚᱢᱯᱭᱩᱴᱟᱨ ᱮᱢ ᱠᱮᱫᱟ।
demo0860	विद्यालय में डस्टर है।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱰᱟᱥᱴᱟᱨ ᱢᱮᱱᱟᱜᱼᱟ।
demo0861	विद्यालय में अध्याय है।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱟᱫᱷᱭᱟᱭ ᱢᱮᱱᱟᱜᱼᱟ।
demo0862	यह मेरा डस्टर है।	ᱱᱚᱣᱟ ᱫᱚ ᱤᱧ ᱨᱮᱱ ᱰᱟᱥᱴᱟᱨ ᱠᱟᱱᱟ।
demo0863	यह एक विद्यार्थी है।	ᱱᱚᱣᱟ ᱫᱚ ᱢᱤᱫ ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱠᱟᱱᱟ।
demo0864	मैं किताब लिखना पसंद करता हूँ।	ᱤᱧ ᱯᱚᱛᱚᱢ ᱚᱞ ᱠᱩᱥᱤᱭᱟᱜ ᱠᱟᱱᱟᱹᱧ।
demo0865	कक्षा में प्रयोगशाला है।	ᱠᱞᱟᱥ ᱨᱮ ᱯᱨᱚᱭᱚᱜᱥᱟᱞᱟ ᱢᱮᱱᱟᱜᱼᱟ।
demo0866	यह एक कंप्यूटर है।	ᱱᱚᱣᱟ ᱫᱚ ᱢᱤᱫ ᱠᱚᱢᱯᱭᱩᱴᱟᱨ ᱠᱟᱱᱟ।
demo0867	यह बड़ा शिक्षक है।	ᱱᱚᱣᱟ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱥᱟᱦᱟᱸ ᱠᱟᱱᱟ।
demo0868	यह मेरा पेंसिल है।	ᱱᱚᱣᱟ ᱫᱚ ᱤᱧ ᱨᱮᱱ ᱯᱮᱱᱥᱤᱞ ᱠᱟᱱᱟ।
demo0869	यह बड़ा मेज़ है।	ᱱᱚᱣᱟ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱴᱮᱵᱩᱞ ᱠᱟᱱᱟ।
demo0870	छात्र अध्यापक पढ़ रहा है।	ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱢᱟᱪᱮᱫ ᱯᱟᱲᱦᱟᱣ ᱮᱫᱟ।
demo0871	विद्यालय में मैदान है।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱢᱟᱭᱫᱟᱱ ᱢᱮᱱᱟᱜᱼᱟ।
demo0872	यह एक प्रार्थना है।	ᱱᱚᱣᱟ ᱫᱚ ᱢᱤᱫ ᱯᱨᱟᱨᱛᱷᱚᱱᱟ ᱠᱟᱱᱟ।
demo0873	वह एक विद्यार्थी है।	ᱱᱚᱶᱟ ᱫᱚ ᱢᱤᱫ ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱠᱟᱱᱟ।
demo0874	यह मेरा कविता है।	ᱱᱚᱣᱟ ᱫᱚ ᱤᱧ ᱨᱮᱱ ᱚᱱᱚᱬᱦᱮ ᱠᱟᱱᱟ।
demo0875	यह मेरा कहानी है।	ᱱᱚᱣᱟ ᱫᱚ ᱤᱧ ᱨᱮᱱ ᱠᱟᱹᱦᱱᱤ ᱠᱟᱱᱟ।
demo0876	यह मेरा मैदान है।	ᱱᱚᱣᱟ ᱫᱚ ᱤᱧ ᱨᱮᱱ ᱢᱟᱭᱫᱟᱱ ᱠᱟᱱᱟ।
demo0877	छात्र शिक्षक पढ़ रहा है।	ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱥᱟᱦᱟᱸ ᱯᱟᱲᱦᱟᱣ ᱮᱫᱟ।
demo0878	यह बड़ा शब्द है।	ᱱᱚᱣᱟ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱥᱚᱵᱚᱫ ᱠᱟᱱᱟ।
demo0879	छात्र दीवार पढ़ रहा है।	ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱫᱮᱣᱟᱞ ᱯᱟᱲᱦᱟᱣ ᱮᱫᱟ।
demo0880	छात्र कुर्सी पढ़ रहा है।	ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱠᱩᱨᱥᱤ ᱯᱟᱲᱦᱟᱣ ᱮᱫᱟ।
demo0881	छात्र कलम पढ़ रहा है।	ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱠᱟᱞᱟᱢ ᱯᱟᱲᱦᱟᱣ ᱮᱫᱟ।
demo0882	शिक्षक ने विद्यार्थी दिया।	ᱢᱟᱪᱮᱫ ᱫᱚ ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱮᱢ ᱠᱮᱫᱟ।
demo0883	विद्यालय में खिड़की है।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱡᱷᱚᱨᱠᱟ ᱢᱮᱱᱟᱜᱼᱟ।
demo0884	विद्यालय में पेंसिल है।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱯᱮᱱᱥᱤᱞ ᱢᱮᱱᱟᱜᱼᱟ।
demo0885	यह मेरा अध्याय है।	ᱱᱚᱣᱟ ᱫᱚ ᱤᱧ ᱨᱮᱱ ᱟᱫᱷᱭᱟᱭ ᱠᱟᱱᱟ।
demo0886	यह बड़ा गणित है।	ᱱᱚᱣᱟ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱮᱞᱠᱷᱟ ᱠᱟᱱᱟ।
demo0887	यह बड़ा दीवार है।	ᱱᱚᱣᱟ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱫᱮᱣᱟᱞ ᱠᱟᱱᱟ।
demo0888	विद्यालय में दरवाज़ा है।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱫᱩᱣᱟᱹᱨ ᱢᱮᱱᱟᱜᱼᱟ।
demo0889	वह एक छात्र है।	ᱱᱚᱶᱟ ᱫᱚ ᱢᱤᱫ ᱯᱟᱹᱴᱷ⵩ᱣᱟᱹ ᱠᱟᱱᱟ।
demo0890	विद्यालय में काग़ज़ है।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱠᱟᱜᱚᱡᱽ ᱢᱮᱱᱟᱜᱼᱟ।
demo0891	कक्षा में पुस्तकालय है।	ᱠᱞᱟᱥ ᱨᱮ ᱯᱩᱛᱷᱤ ᱚᱲᱟᱜ ᱢᱮᱱᱟᱜᱼᱟ।
demo0892	यह बड़ा अक्षर है।	ᱱᱚᱣᱟ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱚᱠᱷᱚᱨ ᱠᱟᱱᱟ।
demo0893	विद्यालय में घंटी है।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱜᱷᱟᱱᱴᱤ ᱢᱮᱱᱟᱜᱼᱟ।
demo0894	छात्र शब्द पढ़ रहा है।	ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱥᱚᱵᱚᱫ ᱯᱟᱲᱦᱟᱣ ᱮᱫᱟ।
demo0895	मैं कुर्सी लिखना पसंद करता हूँ।	ᱤᱧ ᱠᱩᱨᱥᱤ ᱚᱞ ᱠᱩᱥᱤᱭᱟᱜ ᱠᱟᱱᱟᱹᱧ।
demo0896	यह बड़ा कुर्सी है।	ᱱᱚᱣᱟ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱠᱩᱨᱥᱤ ᱠᱟᱱᱟ।
demo0897	यह छोटा पुस्तकालय है।	ᱱᱚᱣᱟ ᱦᱩᱰᱤᱧ ᱯᱩᱛᱷᱤ ᱚᱲᱟᱜ ᱠᱟᱱᱟ।
demo0898	छात्र अक्षर पढ़ रहा है।	ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱚᱠᱷᱚᱨ ᱯᱟᱲᱦᱟᱣ ᱮᱫᱟ।
demo0899	वह एक कंप्यूटर है।	ᱱᱚᱶᱟ ᱫᱚ ᱢᱤᱫ ᱠᱚᱢᱯᱭᱩᱴᱟᱨ ᱠᱟᱱᱟ।
demo0900	विद्यालय में चित्र है।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱪᱤᱛᱟᱹᱨ ᱢᱮᱱᱟᱜᱼᱟ।
demo0901	छात्र मेज़ पढ़ रहा है।	ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱴᱮᱵᱩᱞ ᱯᱟᱲᱦᱟᱣ ᱮᱫᱟ।
demo0902	यह बड़ा अध्यापक है।	ᱱᱚᱣᱟ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱢᱟᱪᱮᱫ ᱠᱟᱱᱟ।
demo0903	यह मेरा घंटी है।	ᱱᱚᱣᱟ ᱫᱚ ᱤᱧ ᱨᱮᱱ ᱜᱷᱟᱱᱴᱤ ᱠᱟᱱᱟ।
demo0904	यह अच्छा प्रयोगशाला है।	ᱱᱚᱣᱟ ᱱᱟᱯᱟᱭ ᱯᱨᱚᱭᱚᱜᱥᱟᱞᱟ ᱠᱟᱱᱟ।
demo0905	यह बड़ा कलम है।	ᱱᱚᱣᱟ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱠᱟᱞᱟᱢ ᱠᱟᱱᱟ।
demo0906	यह अच्छा गृहकार्य है।	ᱱᱚᱣᱟ ᱱᱟᱯᱟᱭ ᱜᱤᱨᱮ ᱠᱟᱹᱢᱤ ᱠᱟᱱᱟ।
demo0907	यह छोटा गृहकार्य है।	ᱱᱚᱣᱟ ᱦᱩᱰᱤᱧ ᱜᱤᱨᱮ ᱠᱟᱹᱢᱤ ᱠᱟᱱᱟ।
demo0908	यह पुस्तकालय अच्छा है।	ᱱᱚᱣᱟ ᱯᱩᱛᱷᱤ ᱚᱲᱟᱜ ᱱᱟᱯᱟᱭ ᱜᱮᱭᱟ।
demo0909	छात्र गणित पढ़ रहा है।	ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱮᱞᱠᱷᱟ ᱯᱟᱲᱦᱟᱣ ᱮᱫᱟ।
demo0910	यह एक छात्र है।	ᱱᱚᱣᱟ ᱫᱚ ᱢᱤᱫ ᱯᱟᱹᱴᱷ⵩ᱣᱟᱹ ᱠᱟᱱᱟ।
demo0911	यह बड़ा विज्ञान है।	ᱱᱚᱣᱟ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱥᱟᱬᱮᱥ ᱠᱟᱱᱟ।
demo0912	मेरे पास प्रयोगशाला है।	ᱤᱧ ᱴᱷᱮᱱ ᱯᱨᱚᱭᱚᱜᱥᱟᱞᱟ ᱢᱮᱱᱟᱜᱼᱟ।
demo0913	यह मेरा काग़ज़ है।	ᱱᱚᱣᱟ ᱫᱚ ᱤᱧ ᱨᱮᱱ ᱠᱟᱜᱚᱡᱽ ᱠᱟᱱᱟ।
demo0914	वह एक प्रार्थना है।	ᱱᱚᱶᱟ ᱫᱚ ᱢᱤᱫ ᱯᱨᱟᱨᱛᱷᱚᱱᱟ ᱠᱟᱱᱟ।
demo0915	कक्षा में गृहकार्य है।	ᱠᱞᱟᱥ ᱨᱮ ᱜᱤᱨᱮ ᱠᱟᱹᱢᱤ ᱢᱮᱱᱟᱜᱼᱟ।
demo0916	मेरे पास पुस्तकालय है।	ᱤᱧ ᱴᱷᱮᱱ ᱯᱩᱛᱷᱤ ᱚᱲᱟᱜ ᱢᱮᱱᱟᱜᱼᱟ।
demo0917	यह बड़ा इतिहास है।	ᱱᱚᱣᱟ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱱᱟᱜᱟᱢ ᱠᱟᱱᱟ।
demo0918	मैं कुर्सी देखना पसंद करता हूँ।	ᱤᱧ ᱠᱩᱨᱥᱤ ᱧᱮᱞ ᱠᱩᱥᱤᱭᱟᱜ ᱠᱟᱱᱟᱹᱧ।
demo0919	यह एक गृहकार्य है।	ᱱᱚᱣᱟ ᱫᱚ ᱢᱤᱫ ᱜᱤᱨᱮ ᱠᱟᱹᱢᱤ ᱠᱟᱱᱟ।
demo0920	यह बड़ा दरवाज़ा है।	ᱱᱚᱣᱟ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱫᱩᱣᱟᱹᱨ ᱠᱟᱱᱟ।
demo0921	मैं काग़ज़ लिखना पसंद करता हूँ।	ᱤᱧ ᱠᱟᱜᱚᱡᱽ ᱚᱞ ᱠᱩᱥᱤᱭᱟᱜ ᱠᱟᱱᱟᱹᱧ।
demo0922	विद्यालय में अभ्यास है।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱟᱹᱵᱷᱭᱟᱥ ᱢᱮᱱᱟᱜᱼᱟ।
demo0923	छात्र चित्र पढ़ रहा है।	ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱪᱤᱛᱟᱹᱨ ᱯᱟᱲᱦᱟᱣ ᱮᱫᱟ।
demo0924	शिक्षक ने प्रयोगशाला दिया।	ᱢᱟᱪᱮᱫ ᱫᱚ ᱯᱨᱚᱭᱚᱜᱥᱟᱞᱟ ᱮᱢ ᱠᱮᱫᱟ।
demo0925	यह बड़ा खिड़की है।	ᱱᱚᱣᱟ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱡᱷᱚᱨᱠᱟ ᱠᱟᱱᱟ।
demo0926	मैं किताब देखना पसंद करता हूँ।	ᱤᱧ ᱯᱚᱛᱚᱢ ᱧᱮᱞ ᱠᱩᱥᱤᱭᱟᱜ ᱠᱟᱱᱟᱹᱧ।
demo0927	मैं कुर्सी बोलना पसंद करता हूँ।	ᱤᱧ ᱠᱩᱨᱥᱤ ᱨᱚᱲ ᱠᱩᱥᱤᱭᱟᱜ ᱠᱟᱱᱟᱹᱧ।
demo0928	छात्र घंटी पढ़ रहा है।	ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱜᱷᱟᱱᱴᱤ ᱯᱟᱲᱦᱟᱣ ᱮᱫᱟ।
demo0929	छात्र डस्टर पढ़ रहा है।	ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱰᱟᱥᱴᱟᱨ ᱯᱟᱲᱦᱟᱣ ᱮᱫᱟ।
demo0930	वह एक पुस्तकालय है।	ᱱᱚᱶᱟ ᱫᱚ ᱢᱤᱫ ᱯᱩᱛᱷᱤ ᱚᱲᱟᱜ ᱠᱟᱱᱟ।
demo0931	छात्र मैदान पढ़ रहा है।	ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱢᱟᱭᱫᱟᱱ ᱯᱟᱲᱦᱟᱣ ᱮᱫᱟ।
demo0932	यह बड़ा कहानी है।	ᱱᱚᱣᱟ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱠᱟᱹᱦᱱᱤ ᱠᱟᱱᱟ।
demo0933	छात्र खिड़की पढ़ रहा है।	ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱡᱷᱚᱨᱠᱟ ᱯᱟᱲᱦᱟᱣ ᱮᱫᱟ।
demo0934	छात्र कहानी पढ़ रहा है।	ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱠᱟᱹᱦᱱᱤ ᱯᱟᱲᱦᱟᱣ ᱮᱫᱟ।
demo0935	शिक्षक ने पुस्तकालय दिया।	ᱢᱟᱪᱮᱫ ᱫᱚ ᱯᱩᱛᱷᱤ ᱚᱲᱟᱜ ᱮᱢ ᱠᱮᱫᱟ।
demo0936	यह बड़ा पेंसिल है।	ᱱᱚᱣᱟ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱯᱮᱱᱥᱤᱞ ᱠᱟᱱᱟ।
demo0937	वह एक प्रयोगशाला है।	ᱱᱚᱶᱟ ᱫᱚ ᱢᱤᱫ ᱯᱨᱚᱭᱚᱜᱥᱟᱞᱟ ᱠᱟᱱᱟ।
demo0938	यह मेरा अभ्यास है।	ᱱᱚᱣᱟ ᱫᱚ ᱤᱧ ᱨᱮᱱ ᱟᱹᱵᱷᱭᱟᱥ ᱠᱟᱱᱟ।
demo0939	यह एक प्रयोगशाला है।	ᱱᱚᱣᱟ ᱫᱚ ᱢᱤᱫ ᱯᱨᱚᱭᱚᱜᱥᱟᱞᱟ ᱠᱟᱱᱟ।
demo0940	यह बड़ा काग़ज़ है।	ᱱᱚᱣᱟ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱠᱟᱜᱚᱡᱽ ᱠᱟᱱᱟ।
demo0941	मैं किताब बोलना पसंद करता हूँ।	ᱤᱧ ᱯᱚᱛᱚᱢ ᱨᱚᱲ ᱠᱩᱥᱤᱭᱟᱜ ᱠᱟᱱᱟᱹᱧ।
demo0942	छात्र दरवाज़ा पढ़ रहा है।	ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱫᱩᱣᱟᱹᱨ ᱯᱟᱲᱦᱟᱣ ᱮᱫᱟ।
demo0943	यह बड़ा अध्याय है।	ᱱᱚᱣᱟ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱟᱫᱷᱭᱟᱭ ᱠᱟᱱᱟ।
demo0944	यह बड़ा घंटी है।	ᱱᱚᱣᱟ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱜᱷᱟᱱᱴᱤ ᱠᱟᱱᱟ।
demo0945	छात्र अध्याय पढ़ रहा है।	ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱟᱫᱷᱭᱟᱭ ᱯᱟᱲᱦᱟᱣ ᱮᱫᱟ।
demo0946	यह एक पुस्तकालय है।	ᱱᱚᱣᱟ ᱫᱚ ᱢᱤᱫ ᱯᱩᱛᱷᱤ ᱚᱲᱟᱜ ᱠᱟᱱᱟ।
demo0947	यह बड़ा डस्टर है।	ᱱᱚᱣᱟ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱰᱟᱥᱴᱟᱨ ᱠᱟᱱᱟ।
demo0948	यह बड़ा मैदान है।	ᱱᱚᱣᱟ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱢᱟᱭᱫᱟᱱ ᱠᱟᱱᱟ।
demo0949	मैं पेन सुनना पसंद करता हूँ।	ᱤᱧ ᱯᱮᱱ ᱟᱸᱡᱚᱢ ᱠᱩᱥᱤᱭᱟᱜ ᱠᱟᱱᱟᱹᱧ।
demo0950	यह बड़ा चित्र है।	ᱱᱚᱣᱟ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱪᱤᱛᱟᱹᱨ ᱠᱟᱱᱟ।
demo0951	वह एक गृहकार्य है।	ᱱᱚᱶᱟ ᱫᱚ ᱢᱤᱫ ᱜᱤᱨᱮ ᱠᱟᱹᱢᱤ ᱠᱟᱱᱟ।
demo0952	छात्र पेंसिल पढ़ रहा है।	ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱯᱮᱱᱥᱤᱞ ᱯᱟᱲᱦᱟᱣ ᱮᱫᱟ।
demo0953	मैं पेंसिल लिखना पसंद करता हूँ।	ᱤᱧ ᱯᱮᱱᱥᱤᱞ ᱚᱞ ᱠᱩᱥᱤᱭᱟᱜ ᱠᱟᱱᱟᱹᱧ।
demo0954	शिक्षक ने गृहकार्य दिया।	ᱢᱟᱪᱮᱫ ᱫᱚ ᱜᱤᱨᱮ ᱠᱟᱹᱢᱤ ᱮᱢ ᱠᱮᱫᱟ।
demo0955	छात्र काग़ज़ पढ़ रहा है।	ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱠᱟᱜᱚᱡᱽ ᱯᱟᱲᱦᱟᱣ ᱮᱫᱟ।
demo0956	यह बड़ा कविता है।	ᱱᱚᱣᱟ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱚᱱᱚᱬᱦᱮ ᱠᱟᱱᱟ।
demo0957	छात्र कविता पढ़ रहा है।	ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱚᱱᱚᱬᱦᱮ ᱯᱟᱲᱦᱟᱣ ᱮᱫᱟ।
demo0958	यह मेरा ब्लैकबोर्ड है।	ᱱᱚᱣᱟ ᱫᱚ ᱤᱧ ᱨᱮᱱ ᱵᱞᱟᱠᱵᱚᱨᱰ ᱠᱟᱱᱟ।
demo0959	मैं पेन पढ़ना पसंद करता हूँ।	ᱤᱧ ᱯᱮᱱ ᱯᱟᱲᱦᱟᱣ ᱠᱩᱥᱤᱭᱟᱜ ᱠᱟᱱᱟᱹᱧ।
demo0960	मैं काग़ज़ देखना पसंद करता हूँ।	ᱤᱧ ᱠᱟᱜᱚᱡᱽ ᱧᱮᱞ ᱠᱩᱥᱤᱭᱟᱜ ᱠᱟᱱᱟᱹᱧ।
demo0961	विद्यालय में भूगोल है।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱚᱛ ᱥᱟᱬᱮᱥ ᱢᱮᱱᱟᱜᱼᱟ।
demo0962	विद्यालय में परीक्षा है।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱯᱚᱨᱤᱠᱷᱭᱟ ᱢᱮᱱᱟᱜᱼᱟ।
demo0963	यह बड़ा अभ्यास है।	ᱱᱚᱣᱟ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱟᱹᱵᱷᱭᱟᱥ ᱠᱟᱱᱟ।
demo0964	मैं काग़ज़ बोलना पसंद करता हूँ।	ᱤᱧ ᱠᱟᱜᱚᱡᱽ ᱨᱚᱲ ᱠᱩᱥᱤᱭᱟᱜ ᱠᱟᱱᱟᱹᱧ।
demo0965	छात्र अभ्यास पढ़ रहा है।	ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱟᱹᱵᱷᱭᱟᱥ ᱯᱟᱲᱦᱟᱣ ᱮᱫᱟ।
demo0966	यह मेरा भूगोल है।	ᱱᱚᱣᱟ ᱫᱚ ᱤᱧ ᱨᱮᱱ ᱚᱛ ᱥᱟᱬᱮᱥ ᱠᱟᱱᱟ।
demo0967	मैं पेंसिल देखना पसंद करता हूँ।	ᱤᱧ ᱯᱮᱱᱥᱤᱞ ᱧᱮᱞ ᱠᱩᱥᱤᱭᱟᱜ ᱠᱟᱱᱟᱹᱧ।
